,ItemSlot,Category,ItemCode,Item
846,WEAPON,HALBERD,UHALB3C,LIFE_HALBERD_PLUS2
847,WEAPON,HALBERD,LONGCLEV,LONG_CLEAVER_PLUS4
848,WEAPON,HALBERD,PEASREW,PEASANT_S_REWARD_PLUS2
849,WEAPON,HALBERD,UHALB4B,STAR_FORGED_HALBERD_PLUS3
850,WEAPON,HALBERD,POWER,THE_ICON_OF_POWER_PLUS3
851,WEAPON,HALBERD,TONGGF,TONGUE_OF_THE_GLOOMFROST_PLUS4
852,WEAPON,HAMMER,BLOODGF,BLOOD_OF_THE_GLOOMFROST_PLUS4
853,WEAPON,HAMMER,ZZA7CH,CONLAN_S_HAMMER_PLUS1
854,WEAPON,HAMMER,U1HAM3A,CORROSIVE_HAMMER_PLUS2
855,WEAPON,HAMMER,U2HAM5A,DEMON_S_BREATH_PLUS3
856,WEAPON,HAMMER,GSLEEP,GIANT_S_SLEEP_PLUS3
857,WEAPON,HAMMER,HELLPIK,HELLPICK_PLUS3
858,WEAPON,HAMMER,HQHAMM,HIGH_QUALITY_WAR_HAMMER
859,WEAPON,HAMMER,ZZ14IN,INCONSEQUENCE_PLUS3
860,WEAPON,HAMMER,U2HAM2A,MASSIVE_WAR_HAMMER
861,WEAPON,HAMMER,REDEMT,REDEMPTION_PLUS4
862,WEAPON,HAMMER,U1HAM2A,SANCTIFIED_WAR_HAMMER_PLUS1
863,WEAPON,HAMMER,U2HAM3A,SANCTIFIED_WAR_HAMMER_PLUS2
864,WEAPON,HAMMER,XU2HAM3,SANCTIFIED_WAR_HAMMER_PLUS2_1
865,WEAPON,HAMMER,U1HAM4B,SANCTIFIED_WAR_HAMMER_PLUS3
866,WEAPON,HAMMER,U2HAM4A,STAR_FORGED_WAR_HAMMER_PLUS4
867,WEAPON,HAMMER,HAMM01,WAR_HAMMER
868,WEAPON,HAMMER,MAUL,WAR_HAMMER_1
869,WEAPON,HAMMER,U2HAM4B,WAR_HAMMER_OF_PHASING_PLUS2
870,WEAPON,HAMMER,U1HAM5A,WAR_HAMMER_OF_PHASING_PLUS3
871,WEAPON,HAMMER,U1HAM3B,WAR_HAMMER_OF_SPARKS_PLUS2
872,WEAPON,HAMMER,HAMM02,WAR_HAMMER_PLUS1
873,WEAPON,HAMMER,HAMM03,WAR_HAMMER_PLUS2
874,WEAPON,HAMMER,U1HAM4A,WAR_HAMMER_PLUS3
875,WEAPON,HAMMER,U1HAM5B,WAR_HAMMER_PLUS4
876,WEAPON,LONGBOW,BOW01,COMPOSITE_LONGBOW
877,WEAPON,LONGBOW,CLBHAND,COMPOSITE_LONGBOW_OF_THE_HAND
878,WEAPON,LONGBOW,BOW02,COMPOSITE_LONGBOW_PLUS1
879,WEAPON,LONGBOW,ULBOW1A,HUGE_LONGBOW
880,WEAPON,LONGBOW,KAYBOW,KAYLESSA_S_BOW_PLUS3
881,WEAPON,LONGBOW,BOW03,LONGBOW
882,WEAPON,LONGBOW,ULBOW3C,LONGBOW_OF_ACTION_PLUS2
883,WEAPON,LONGBOW,BOW07,LONGBOW_OF_MARKSMANSHIP
884,WEAPON,LONGBOW,BOW04,LONGBOW_PLUS1
885,WEAPON,LONGBOW,ULBOW2A,LONGBOW_PLUS1_1
886,WEAPON,LONGBOW,XLBOW04,LONGBOW_PLUS1_2
887,WEAPON,LONGBOW,ULBOW2B,LONGBOW_PLUS2
888,WEAPON,LONGBOW,ULBOW3A,LONGBOW_PLUS2_1
889,WEAPON,LONGBOW,ULBOW4A,LONGBOW_PLUS3
890,WEAPON,LONGBOW,ULBOW4B,LONGBOW_PLUS3_1
891,WEAPON,LONGBOW,ULBOW5A,LONGBOW_PLUS4
892,WEAPON,LONGBOW,BOWMESS,MESSENGER_OF_SSETH_PLUS1
893,WEAPON,LONGBOW,SHLGBOW2,SHLGBOW2
894,WEAPON,LONGBOW,BLCKBOW,THE_BLACK_BOW_PLUS3
895,WEAPON,LONGSWORD,ZZF6AL,ALAMION_PLUS3
896,WEAPON,LONGSWORD,ULSWD5B,BHAAL_S_FIRE_PLUS3
897,WEAPON,LONGSWORD,BLAKBLAD,BLACK_BLADE_OF_DISASTER
898,WEAPON,LONGSWORD,CYNICIS,CYNICISM_PLUS4
899,WEAPON,LONGSWORD,ZZ36DGD,DEAD_GOD_S_DREAMING_PLUS4
900,WEAPON,LONGSWORD,EREVAIN,EREVAIN_S_BROAD_SWORD_PLUS2
901,WEAPON,LONGSWORD,ULSWD1A,FINEST_LONG_SWORD
902,WEAPON,LONGSWORD,ULSWD2A,FINE_LONG_SWORD_PLUS1
903,WEAPON,LONGSWORD,ULSWD3A,FLAMING_LONG_SWORD_PLUS2
904,WEAPON,LONGSWORD,CDGLOOM,GLOOM_PLUS4
905,WEAPON,LONGSWORD,AXLIZMAN,HALBERD
906,WEAPON,LONGSWORD,AXYUANTI,HALBERD_1
907,WEAPON,LONGSWORD,BLYUANTI,HALBERD_2
908,WEAPON,LONGSWORD,LALIZMAN,HALBERD_3
909,WEAPON,LONGSWORD,MSLIZMAN,HALBERD_4
910,WEAPON,LONGSWORD,NALIZMAN,HALBERD_5
911,WEAPON,LONGSWORD,POLIZMAN,HALBERD_6
912,WEAPON,LONGSWORD,SWYUANTI,HALBERD_7
913,WEAPON,LONGSWORD,TELIZMAN,HALBERD_8
914,WEAPON,LONGSWORD,ZZC8HB,HELL_S_BANE_PLUS4
915,WEAPON,LONGSWORD,HQLSWRD,HIGH_QUALITY_LONG_SWORD
916,WEAPON,LONGSWORD,ULSWD4A,HOLD_FAST_PLUS3
917,WEAPON,LONGSWORD,INTRCES,INTERCESSION_PLUS1
918,WEAPON,LONGSWORD,KISSGF,KISS_OF_THE_GLOOMFROST_PLUS4
919,WEAPON,LONGSWORD,ULSWD3C,LIFE_S_GIFT_PLUS2
920,WEAPON,LONGSWORD,BLCKSWD,LONG_SWORD
921,WEAPON,LONGSWORD,SW1H04,LONG_SWORD_1
922,WEAPON,LONGSWORD,ULSWD3D,LONG_SWORD_OF_ACTION_PLUS2
923,WEAPON,LONGSWORD,CWSPGRD,LONG_SWORD_OF_ACTION_PLUS4
924,WEAPON,LONGSWORD,ULSWD5A,LONG_SWORD_OF_ACTION_PLUS4_1
925,WEAPON,LONGSWORD,ULSWD3B,LONG_SWORD_OF_CONFUSION_PLUS2
926,WEAPON,LONGSWORD,LSHAND,LONG_SWORD_OF_THE_HAND_PLUS3
927,WEAPON,LONGSWORD,SW1H05,LONG_SWORD_PLUS1
928,WEAPON,LONGSWORD,ENSW1H01,LONG_SWORD_PLUS3
929,WEAPON,LONGSWORD,ULSWD4B,LONG_SWORD_PLUS3_1
930,WEAPON,LONGSWORD,M2D4SLAS,M2D4SLAS
931,WEAPON,LONGSWORD,M5D4SLAS,M5D4SLAS
932,WEAPON,LONGSWORD,ZZ57PJ,PALE_JUSTICE_PLUS4
933,WEAPON,LONGSWORD,JHOSWD2,RESTORED_BLADE_OF_AIHONEN_PLUS5
934,WEAPON,LONGSWORD,SHLSWRD2,SHLSWRD2
935,WEAPON,LONGSWORD,JHOSWD3,SINGING_BLADE_OF_AIHONEN_PLUS5
936,WEAPON,LONGSWORD,ULSWD2B,SPIKED_LONG_SWORD_PLUS1
937,WEAPON,LONGSWORD,BAEL,THE_BLADE_OF_BAEL_PLUS3
938,WEAPON,LONGSWORD,CDMYR,THE_SWORD_OF_MYRLOCH_VALE
939,WEAPON,LONGSWORD,MYRLOCH,THE_SWORD_OF_MYRLOCH_VALE_1
940,WEAPON,LONGSWORD,TURODAH,TURODAHEL_PLUS2
941,WEAPON,LONGSWORD,SW1H06,VARSCONA_PLUS2
942,WEAPON,MACE,FISTGF,FIST_OF_THE_GLOOMFROST_PLUS4
943,WEAPON,MACE,HQMACE,HIGH_QUALITY_MACE
944,WEAPON,MACE,BLUN04,MACE
945,WEAPON,MACE,BLUN05,MACE_PLUS1
946,WEAPON,MACE,ENMACE,MACE_PLUS3
947,WEAPON,MACE,ZZJ6SP,SEL
948,WEAPON,MACE,SHMACE2,SHMACE2
949,WEAPON,MACE,BESS,THE_LOVE_OF_BLACK_BESS_PLUS3
950,WEAPON,MACE,ZZ05WE,THE_MACE_OF_WEAL_AND_WOE_PLUS1
951,WEAPON,MACE,DOVES,THREE_WHITE_DOVES_PLUS3
952,WEAPON,SCIMITAR,MIELIKK,CRADLE_OF_MIELIKKI_PLUS1
953,WEAPON,SCIMITAR,FBLADE,FLAME_BLADE
954,WEAPON,SCIMITAR,BDWAKI1,MOROHANOTSURUGI_PLUS3
955,WEAPON,SCIMITAR,SW1H48,NINJAT
956,WEAPON,SCIMITAR,SW1H49,NINJAT_1
957,WEAPON,SCIMITAR,SCIMITA,SCIMITAR
958,WEAPON,SCIMITAR,SW1H20,SCIMITAR_1
959,WEAPON,SCIMITAR,SW1H15,SCIMITAR_PLUS3
960,WEAPON,SCIMITAR,TALONGF,TALON_OF_THE_GLOOMFROST
961,WEAPON,SCIMITAR,LUCKY,THE_LUCKY_SCIMITAR_PLUS2
962,WEAPON,SCIMITAR,VALIANT,VALIANT_PLUS2
963,WEAPON,SCIMITAR,SW1H46,WAKIZASHI
964,WEAPON,SCIMITAR,SW1H47,WAKIZASHI_PLUS1
965,WEAPON,SCIMITAR,ZZD5WOH,WIND_OF_HEAVEN_PLUS4
966,WEAPON,SHORTBOW,HQSBOW,HIGH_QUALITY_SHORTBOW
967,WEAPON,SHORTBOW,BOW05,SHORTBOW
968,WEAPON,SHORTBOW,COMPB05,SHORTBOW_1
969,WEAPON,SHORTBOW,SBOWEBU,SHORTBOW_OF_EBULLIENCE_PLUS3
970,WEAPON,SHORTBOW,BOW06,SHORTBOW_PLUS1
971,WEAPON,SHORTBOW,STORM,STORM_BOW_PLUS2
972,WEAPON,SHORTSWORD,BIRON,BLOOD_IRON_PLUS4
973,WEAPON,SHORTSWORD,USSWD2A,FLAMING_SHORT_SWORD_PLUS1
974,WEAPON,SHORTSWORD,HQSSWRD,HIGH_QUALITY_SHORT_SWORD
975,WEAPON,SHORTSWORD,ZZE6PE,PIG_S_EYE_PLUS4
976,WEAPON,SHORTSWORD,SW1H07,SHORT_SWORD
977,WEAPON,SHORTSWORD,USSWD3C,SHORT_SWORD_OF_ACTION_PLUS2
978,WEAPON,SHORTSWORD,XUSSWD3,SHORT_SWORD_OF_ACTION_PLUS2_1
979,WEAPON,SHORTSWORD,SW1H10,SHORT_SWORD_OF_BACKSTABBING
980,WEAPON,SHORTSWORD,USSWD5A,SHORT_SWORD_OF_HEALTH_PLUS4
981,WEAPON,SHORTSWORD,USSWD2B,SHORT_SWORD_OF_LESSER_PHASING_PLUS1
982,WEAPON,SHORTSWORD,USSWD4A,SHORT_SWORD_OF_SHADOWS_PLUS3
983,WEAPON,SHORTSWORD,SHSSWRD,SHORT_SWORD_OF_THE_HAND_PLUS3
984,WEAPON,SHORTSWORD,SW1H08,SHORT_SWORD_PLUS1
985,WEAPON,SHORTSWORD,SW1H09,SHORT_SWORD_PLUS2
986,WEAPON,SHORTSWORD,XSW1H09,SHORT_SWORD_PLUS2_1
987,WEAPON,SHORTSWORD,ENSW1H02,SHORT_SWORD_PLUS3
988,WEAPON,SHORTSWORD,USSWD5B,SHORT_SWORD_PLUS4
989,WEAPON,SHORTSWORD,USSWD3A,SLOTH_PLUS2
990,WEAPON,SHORTSWORD,USSWD3B,SOME_GOD_S_LESSER_PROMISE_PLUS2
991,WEAPON,SHORTSWORD,DIVER,SPELL_DIVER_PLUS2
992,WEAPON,SHORTSWORD,USSWD4B,STATIC_SHORT_SWORD_PLUS3
993,WEAPON,SHORTSWORD,DAYS,THE_SWORD_OF_DAYS_PLUS3
994,WEAPON,SLING,SLINGED,EDLEY_S_SLING_PLUS3
995,WEAPON,SLING,ZZH8GK,GIANT_KILLER_PLUS1
996,WEAPON,SLING,JAMISON,JAMISON_S_SLING_PLUS4
997,WEAPON,SLING,QUINN,QUINN_S_FANCY_SLING_PLUS3
998,WEAPON,SLING,SLNG01,SLING
999,WEAPON,SLING,SLNG02,SLING_PLUS1
1000,WEAPON,SLING,XSLNG02,SLING_PLUS1_1
1001,WEAPON,SPEAR,KINETIC,KINETIC_SPEAR_PLUS2
1002,WEAPON,SPEAR,LIZSPEAR,LIZSPEAR
1003,WEAPON,SPEAR,POKER,PUNY_S_POKER_PLUS3
1004,WEAPON,SPEAR,SALFIRE,SALFIRE
1005,WEAPON,SPEAR,SALFROS,SALFROS
1006,WEAPON,SPEAR,SALSHIK,SALSHIK
1007,WEAPON,SPEAR,SLAYER,SLAYER_PLUS5
1008,WEAPON,SPEAR,SPER01,SPEAR
1009,WEAPON,SPEAR,BITEME,SPEAR_OF_KERISH_PLUS3
1010,WEAPON,SPEAR,SPER02,SPEAR_PLUS1
1011,WEAPON,SPEAR,SPER03,SPEAR_PLUS3
1012,WEAPON,SPEAR,WHTASH,THE_SPEAR_OF_WHITE_ASH_PLUS3
1013,WEAPON,TWOHANDSWORD,ZZZ6BC,BONECLEAVER_PLUS1
1014,WEAPON,TWOHANDSWORD,CAIRN,CAIRN_BLADE_PLUS4
1015,WEAPON,TWOHANDSWORD,UTSWD1A,FLAWLESS_TWO_HANDED_SWORD
1016,WEAPON,TWOHANDSWORD,UTSWD2A,GIANT_TWO_HANDED_SWORD
1017,WEAPON,TWOHANDSWORD,HANDGF,HAND_OF_THE_GLOOMFROST_PLUS4
1018,WEAPON,TWOHANDSWORD,HQ2HSWD,HIGH_QUALITY_TWO_HANDED_LONG_SWORD
1019,WEAPON,TWOHANDSWORD,KRESWRD,KRESSELACK_S_SWORD_PLUS1
1020,WEAPON,TWOHANDSWORD,PIKEMAN,PIKEMAN_S_END_PLUS3
1021,WEAPON,TWOHANDSWORD,SERRATE,SERRATED_BONE_BLADE_PLUS3
1022,WEAPON,TWOHANDSWORD,UTSWD5A,STATIC_TWO_HANDED_SWORD_PLUS4
1023,WEAPON,TWOHANDSWORD,SW2H01,TWO_HANDED_SWORD
1024,WEAPON,TWOHANDSWORD,UTSWD2C,TWO_HANDED_SWORD_OF_RESISTANCE_PLUS1
1025,WEAPON,TWOHANDSWORD,SKELWASU,TWO_HANDED_SWORD_PLUS1
1026,WEAPON,TWOHANDSWORD,SW2H02,TWO_HANDED_SWORD_PLUS1_1
1027,WEAPON,TWOHANDSWORD,UTSWD2B,TWO_HANDED_SWORD_PLUS1_2
1028,WEAPON,TWOHANDSWORD,UTSWD3A,TWO_HANDED_SWORD_PLUS2
1029,WEAPON,TWOHANDSWORD,UTSWD3B,TWO_HANDED_SWORD_PLUS2_1
1030,WEAPON,TWOHANDSWORD,UTSWD4B,TWO_HANDED_SWORD_PLUS3
1031,WEAPON,TWOHANDSWORD,UTSWD4A,TWO_HANDED_SWORD_PLUS4
1032,WEAPON,TWOHANDSWORD,UTSWD5B,TWO_HANDED_SWORD_PLUS4_1
